,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
1080,1080,1525,Lucas Boyé,76,69,75,64,78,49,81,68,70,76,77,75,73,65,70,67,60,55,70,57,65,81,71,68,75,80,67,52,77,45,45,41,88,69,88,77,ST,2,4,Right,"183cm / 6'0""",79kg / 174lb,,28,Argentina,LALIGA HYPERMOTION,Granada CF,"First Touch, Flair, Power Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-boye/222041,,,,,
1081,1081,1525,Malcom Braida,76,82,69,70,76,72,72,84,81,74,68,74,70,65,61,70,72,46,74,69,67,76,83,72,70,75,73,73,57,76,70,74,75,82,67,70,LM,4,3,Right,"175cm / 5'9""",72kg / 159lb,"LB, LW",27,Argentina,Libertadores,San Lorenzo,"Anticipate, Long Throw, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malcom-braida/258746,,,,,
1082,1082,1525,Josip Brekalo,76,75,72,75,81,38,54,79,72,69,70,78,74,68,64,75,75,77,76,70,80,82,86,83,71,81,77,30,45,35,42,40,60,70,50,41,CAM,4,4,Right,"175cm / 5'9""",70kg / 154lb,"LW, RW",26,Croatia,Serie A Enilive,Fiorentina,"Finesse Shot, Technical, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josip-brekalo/234711,,,,,
1083,1083,1525,Christian Burgess,76,35,34,53,51,78,80,35,35,25,36,46,21,29,34,46,30,25,68,73,26,45,34,47,68,60,78,75,82,84,76,72,78,78,82,78,CB,3,2,Right,"196cm / 6'5""",84kg / 185lb,,32,England,1A Pro League,R. Union St.-G.,"Aerial, Block, Intercept, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-burgess/210044,,,,,
1084,1084,1525,Jonathan Burkardt,76,75,75,67,78,43,76,82,69,78,78,76,70,72,69,71,62,46,74,60,60,81,76,76,76,77,70,40,68,45,38,33,84,77,76,72,ST,3,3,Right,"181cm / 5'11""",79kg / 174lb,,24,Germany,Bundesliga,1. FSV Mainz 05,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-burkardt/244257,,,,,
1085,1085,1525,Georgiy Bushchan,76,77,68,81,79,30,75,28,32,10,5,61,8,7,13,54,12,11,48,50,13,14,35,29,77,15,49,13,10,14,10,11,62,26,73,24,GK,3,1,Right,"196cm / 6'5""",84kg / 185lb,,30,Ukraine,Ukrayina Liha,Dynamo Kyiv,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgiy-bushchan/244385,77.0,68.0,81.0,75.0,79.0
1086,1086,1525,Rémy Cabella,76,68,71,76,80,40,50,69,67,74,70,72,72,71,71,78,73,75,78,75,77,81,79,81,72,80,71,55,57,35,33,31,58,62,45,47,CAM,4,4,Right,"171cm / 5'7""",68kg / 150lb,LM,34,France,Ligue 1 McDonald's,LOSC Lille,"Dead Ball, First Touch, Flair, Incisive Pass, Technical, Trickster",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remy-cabella/193476,,,,,
1087,1087,1525,Mahdi Camara,76,61,63,72,76,75,75,68,55,70,62,69,60,54,55,75,63,47,78,77,67,76,75,71,77,77,75,77,69,76,76,72,75,79,73,75,CM,3,3,Right,"178cm / 5'10""",69kg / 152lb,CAM,26,France,Ligue 1 McDonald's,Stade Brestois 29,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mahdi-camara/243631,,,,,
1088,1088,1525,Jaminton Campaz,76,85,72,72,77,30,55,86,84,70,74,76,76,53,50,73,72,61,74,71,70,80,77,83,72,75,62,29,39,37,22,28,62,72,55,33,LM,2,3,Left,"168cm / 5'6""",68kg / 150lb,LW,24,Colombia,Libertadores,Rosario Central,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jaminton-campaz/238230,,,,,
1089,1089,1525,Franco Cervi,76,88,67,72,78,55,52,89,88,76,70,68,64,55,56,70,70,76,75,68,78,75,93,92,72,76,73,50,48,51,64,52,56,77,31,72,LM,3,4,Left,"165cm / 5'5""",62kg / 137lb,"RM, LW",30,Argentina,LALIGA EA SPORTS,RC Celta,"Flair, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-cervi/223061,,,,,
1090,1090,1525,Pedro Chirivella,76,54,54,71,71,70,72,53,54,55,46,68,57,54,51,73,63,48,76,78,62,67,72,65,78,77,73,73,58,70,71,70,62,90,64,74,CDM,3,3,Right,"178cm / 5'10""",66kg / 146lb,CM,27,Spain,Ligue 1 McDonald's,FC Nantes,"Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedro-chirivella/224019,,,,,
1091,1091,1525,Ryan Christie,76,76,70,75,77,71,78,76,76,73,68,77,70,50,73,75,72,70,78,74,75,77,78,80,75,76,80,78,53,70,73,72,73,85,74,82,CM,4,3,Left,"178cm / 5'10""",79kg / 174lb,CDM,29,Scotland,Premier League,AFC Bournemouth,Relentless,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-christie/213884,,,,,
1092,1092,1525,Geny Catamo,76,88,70,66,81,64,58,87,89,71,69,74,73,60,53,72,69,49,66,55,70,82,88,80,69,82,72,65,52,67,66,58,66,75,50,56,RM,3,4,Left,"173cm / 5'8""",69kg / 152lb,"RB, RW",23,Mozambique,Liga Portugal,Sporting CP,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/geny-catamo/266097,,,,,
1093,1093,1525,Gustavo Cuéllar,76,70,50,65,69,74,85,71,69,60,36,71,61,39,49,62,53,48,73,74,50,68,71,70,73,70,64,76,65,74,75,72,79,94,80,90,CDM,3,3,Right,"175cm / 5'9""",74kg / 163lb,CM,31,Colombia,ROSHN Saudi League,Al Shabab,"Anticipate, Intercept, Long Ball Pass, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustavo-cuellar/214009,,,,,
1094,1094,1525,Josh Cullen,76,60,61,75,73,72,70,69,52,66,55,68,70,48,58,73,73,72,78,75,68,69,75,80,76,76,79,75,61,72,75,72,69,85,63,68,CDM,3,3,Right,"175cm / 5'9""",70kg / 154lb,CM,28,Republic of Ireland,EFL Championship,Burnley,"First Touch, Pinged Pass, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josh-cullen/228151,,,,,
1095,1095,1525,Hugo Cuypers,76,75,76,68,71,44,78,73,77,80,78,80,68,74,76,72,66,49,73,61,59,69,66,66,78,74,71,41,76,42,41,36,85,90,75,67,ST,4,3,Right,"185cm / 6'1""",78kg / 172lb,,27,Belgium,MLS,Chicago Fire FC,"Finesse Shot, Power Header, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hugo-cuypers/233630,,,,,
1096,1096,1525,Davidson,76,82,74,70,80,41,73,82,82,75,74,77,73,64,73,75,69,68,70,63,77,83,84,80,74,74,79,32,63,37,44,41,77,90,65,73,LW,3,4,Right,"177cm / 5'10""",77kg / 170lb,LM,33,Brazil,Trendyol Süper Lig,Başakşehir,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/davidson/237135,,,,,
1097,1097,1525,Mahmoud Dahoud,76,64,67,75,80,65,67,75,55,66,60,80,74,66,55,77,67,53,80,76,77,80,85,84,74,81,74,75,44,72,61,59,60,77,59,75,CM,4,4,Right,"178cm / 5'10""",68kg / 150lb,CDM,28,Germany,Bundesliga,Frankfurt,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mahmoud-dahoud/218339,,,,,
1098,1098,1525,Ben Davies,76,58,58,72,72,77,72,63,53,60,58,65,52,48,54,64,71,48,78,75,72,70,64,68,79,76,76,77,73,78,78,77,75,70,70,79,CB,3,3,Left,"181cm / 5'11""",76kg / 168lb,LB,31,Wales,Premier League,Spurs,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-davies/205923,,,,,
1099,1099,1525,Leif Davis,76,80,54,75,73,70,73,82,79,70,47,68,59,40,48,73,80,75,74,73,80,72,75,76,73,74,74,70,62,70,72,69,78,85,70,65,LB,2,3,Left,"182cm / 6'0""",70kg / 154lb,,24,England,Premier League,Ipswich,"Dead Ball, Intercept, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leif-davis/246685,,,,,
1100,1100,1525,Maxim De Cuyper,76,76,72,79,77,68,70,77,76,75,68,78,73,66,78,78,81,73,80,77,75,77,78,76,72,77,72,69,63,66,71,69,74,85,62,70,LB,4,2,Left,"183cm / 6'0""",72kg / 159lb,RB,23,Belgium,1A Pro League,Club Brugge,"Jockey, Long Ball Pass, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxim-de-cuyper/251479,,,,,
1101,1101,1525,Mattia De Sciglio,76,65,46,70,74,76,67,64,66,64,33,67,51,41,49,63,78,39,74,70,78,74,72,76,72,75,74,75,69,76,79,75,71,69,66,66,RB,4,3,Right,"183cm / 6'0""",78kg / 172lb,LB,31,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-de-sciglio/206058,,,,,
1102,1102,1525,Johnny Cardoso,76,73,66,72,75,75,67,74,73,74,62,74,68,62,62,72,59,66,79,75,67,75,78,57,73,79,73,77,52,78,78,76,68,70,67,63,CDM,2,3,Right,"186cm / 6'1""",78kg / 172lb,CM,22,United States,LALIGA EA SPORTS,Real Betis,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johnny-cardoso/259516,,,,,
1103,1103,1525,Alexsandro,76,62,31,51,53,77,78,53,69,15,20,62,23,32,44,44,34,34,68,53,44,50,41,35,76,60,64,76,75,75,80,76,79,69,83,76,CB,5,2,Left,"189cm / 6'2""",82kg / 181lb,,25,Brazil,Ligue 1 McDonald's,LOSC Lille,"Anticipate, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexsandro/269493,,,,,
1104,1104,1525,Zeno Debast,76,66,53,71,72,76,76,58,73,53,51,61,56,37,42,68,64,61,77,78,60,74,60,53,75,77,71,74,76,74,79,76,78,81,73,75,CB,4,2,Right,"188cm / 6'2""",73kg / 161lb,,20,Belgium,Liga Portugal,Sporting CP,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zeno-debast/254262,,,,,
1105,1105,1525,Thomas Delaney,76,64,69,71,70,78,76,62,66,73,66,76,70,64,60,70,68,68,73,72,70,68,69,72,75,71,78,80,75,80,75,77,79,71,76,82,CDM,4,2,Left,"182cm / 6'0""",79kg / 174lb,CM,33,Denmark,3F Superliga,F.C. København,"Bruiser, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-delaney/193283,,,,,
1106,1106,1525,Merih Demiral,76,72,39,47,60,77,80,65,77,26,32,60,38,42,41,38,31,23,59,59,48,57,63,63,67,59,74,76,75,76,80,78,84,68,84,83,CB,2,2,Right,"190cm / 6'3""",86kg / 190lb,,26,Turkey,ROSHN Saudi League,Al Ahli,"Aerial, Jockey, Power Header, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/merih-demiral/238160,,,,,
1107,1107,1525,Kévin Denkey,76,75,77,54,72,29,83,73,76,75,81,83,68,70,70,66,37,66,60,41,61,74,60,66,71,74,75,18,71,33,22,17,88,81,89,68,ST,2,3,Right,"181cm / 5'11""",81kg / 179lb,,23,Togo,1A Pro League,Cercle Brugge,"Aerial, Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-denkey/237254,,,,,
1108,1108,1525,Mouctar Diakhaby,76,62,39,55,60,77,76,63,62,47,36,51,29,31,49,59,31,26,71,58,34,57,61,44,70,62,69,78,79,76,78,74,84,71,79,75,CB,3,2,Right,"189cm / 6'2""",78kg / 172lb,,27,Guinea,LALIGA EA SPORTS,Valencia CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mouctar-diakhaby/230578,,,,,
1109,1109,1525,Enzo Díaz,76,75,62,71,74,74,80,77,73,76,53,76,63,67,60,74,71,51,73,70,67,73,78,79,75,74,78,73,72,74,76,74,86,78,80,82,LB,2,3,Left,"177cm / 5'10""",78kg / 172lb,CB,28,Argentina,Libertadores,River Plate,"Anticipate, Bruiser, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-diaz/246870,,,,,
1110,1110,1525,Junior Dina Ebimbe,76,85,63,71,76,70,78,84,86,64,64,71,57,51,57,71,67,49,78,72,59,76,77,75,76,78,71,75,59,71,72,61,81,82,77,76,RM,3,3,Right,"184cm / 6'0""",80kg / 176lb,"CM, RB, RW",23,France,Bundesliga,Frankfurt,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-dina-ebimbe/248573,,,,,
1111,1111,1525,Eren Dinkçi,76,91,75,68,75,31,59,87,94,74,77,74,74,72,66,72,60,62,70,70,71,77,72,75,71,75,75,27,64,30,28,19,75,84,55,36,RM,3,4,Right,"188cm / 6'2""",70kg / 154lb,RW,22,Germany,Bundesliga,SC Freiburg,"Finesse Shot, Rapid, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eren-dinkci/258316,,,,,
1112,1112,1525,Sofiane Diop,76,70,70,75,81,54,53,73,68,76,68,76,72,62,60,77,77,74,76,68,77,82,81,84,74,81,77,56,39,55,58,46,47,76,37,68,LW,3,4,Right,"175cm / 5'9""",65kg / 143lb,"CAM, LM",24,Morocco,Ligue 1 McDonald's,OGC Nice,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofiane-diop/244892,,,,,
1113,1113,1525,Kasper Dolberg,76,73,78,66,71,30,68,67,77,75,79,80,77,76,77,71,50,70,75,55,74,70,70,62,72,75,74,23,74,28,24,19,82,67,80,37,ST,4,3,Right,"187cm / 6'2""",82kg / 181lb,,26,Denmark,1A Pro League,RSC Anderlecht,"Finesse Shot, Power Header, Press Proven, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kasper-dolberg/228687,,,,,
1114,1114,1525,Rui Patrício,76,78,76,77,75,55,74,53,57,13,12,58,11,16,32,64,12,16,34,32,10,20,61,54,70,25,66,23,11,14,13,11,72,45,77,37,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,36,Portugal,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rui-patricio/178005,78.0,76.0,77.0,74.0,75.0
1115,1115,1525,Désiré Doué,76,78,69,72,81,52,64,79,78,68,70,73,68,61,61,76,63,59,77,74,66,85,77,75,75,80,74,51,38,52,56,51,63,66,64,61,LM,3,4,Right,"181cm / 5'11""",79kg / 174lb,"CM, LW",19,France,Ligue 1 McDonald's,Paris SG,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/desire-doue/271421,,,,,
1116,1116,1525,Martin Dúbravka,76,76,74,78,78,38,75,36,42,12,10,59,17,11,20,58,12,13,48,59,15,19,47,60,70,33,59,25,12,19,15,14,60,38,60,28,GK,2,1,Right,"190cm / 6'3""",80kg / 176lb,,35,Slovakia,Premier League,Newcastle Utd,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-dubravka/220407,76.0,74.0,78.0,75.0,78.0
1117,1117,1525,Chidera Ejuke,76,90,68,70,80,37,62,94,87,70,67,72,70,59,62,71,69,64,72,66,69,82,93,93,68,75,64,33,37,30,46,38,67,70,61,54,LM,2,5,Right,"176cm / 5'9""",72kg / 159lb,"RM, LW",26,Nigeria,LALIGA EA SPORTS,Sevilla FC,"Acrobatic, Finesse Shot, Flair, Quick Step, Technical, Trickster",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chidera-ejuke/238050,,,,,
1118,1118,1525,Hugo Ekitike,76,84,75,61,77,25,67,82,86,75,79,76,69,61,63,63,51,48,70,53,58,79,73,69,73,80,70,18,74,24,17,16,84,66,69,61,ST,3,4,Right,"189cm / 6'2""",70kg / 154lb,,22,France,Bundesliga,Frankfurt,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hugo-ekitike/257289,,,,,
1119,1119,1525,Bilal El Khannouss,76,71,60,78,81,37,56,78,66,62,64,65,53,51,43,79,70,68,84,78,67,78,91,85,74,84,75,41,27,34,39,37,56,71,56,37,CAM,3,4,Right,"180cm / 5'11""",70kg / 154lb,CM,20,Morocco,Premier League,Leicester City,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bilal-el-khannouss/257504,,,,,
1120,1120,1525,Anthony Elanga,76,87,69,68,78,39,69,89,86,73,72,69,67,64,56,71,72,61,69,58,70,79,83,79,74,76,75,31,67,38,38,33,83,75,71,55,RM,4,3,Right,"178cm / 5'10""",70kg / 154lb,"LM, RW",22,Sweden,Premier League,Nott'm Forest,"Flair, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-elanga/257470,,,,,
1121,1121,1525,Nico Elvedi,76,73,39,63,65,77,74,68,77,53,30,50,45,30,37,60,65,29,71,61,45,62,64,55,73,68,70,77,75,77,77,75,82,65,79,70,CB,3,2,Right,"189cm / 6'2""",84kg / 185lb,,27,Switzerland,Bundesliga,M'gladbach,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nico-elvedi/221491,,,,,
1122,1122,1525,Tiago Djaló,76,80,42,61,64,76,75,79,80,51,36,59,38,35,47,56,57,32,69,65,53,62,65,41,73,67,69,75,72,76,78,76,88,58,83,74,CB,3,2,Right,"190cm / 6'3""",82kg / 181lb,,24,Portugal,Liga Portugal,FC Porto,Bruiser,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tiago-djalo/252339,,,,,
1123,1123,1525,Wout Faes,76,52,39,55,59,77,79,50,54,41,35,62,28,28,43,42,33,36,74,70,41,55,43,56,74,68,68,76,76,75,78,78,80,73,81,80,CB,3,2,Right,"187cm / 6'2""",82kg / 181lb,,26,Belgium,Premier League,Leicester City,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wout-faes/235036,,,,,
1124,1124,1525,Nicolò Fagioli,76,76,63,78,79,70,68,74,77,62,52,76,72,68,68,80,69,68,83,80,79,79,76,77,76,81,72,70,58,69,74,72,70,77,62,70,CDM,4,4,Right,"178cm / 5'10""",72kg / 159lb,CM,23,Italy,Serie A Enilive,Juventus,"Flair, Press Proven, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-fagioli/260823,,,,,
1125,1125,1525,Abdul Fatawu,76,84,73,74,78,44,64,87,82,70,69,84,74,68,64,73,77,71,71,76,74,78,86,86,73,77,71,39,59,38,48,45,74,69,59,67,RW,4,4,Left,"177cm / 5'10""",73kg / 161lb,RM,20,Ghana,Premier League,Leicester City,"Flair, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdul-fatawu/267680,,,,,
1126,1126,1525,Leonardo Fernández,76,78,79,76,75,44,64,78,78,69,75,88,86,55,79,75,70,85,80,74,76,74,82,83,70,76,68,38,40,46,45,50,63,68,64,57,CAM,3,4,Left,"166cm / 5'5""",66kg / 146lb,CM,25,Uruguay,Libertadores,Peñarol,"Long Ball Pass, Power Shot, Technical, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leonardo-fernandez/252935,,,,,
1127,1127,1525,Valery,76,87,68,70,76,67,69,88,87,71,72,67,63,59,55,68,75,50,74,65,68,76,79,75,72,76,66,71,45,68,72,67,70,80,65,63,LM,3,3,Right,"182cm / 6'0""",75kg / 165lb,"RM, LB, LW",24,Spain,LALIGA EA SPORTS,RCD Mallorca,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valery/246351,,,,,
1128,1128,1525,Álex Fernández,76,49,70,78,71,67,63,61,39,75,69,68,77,45,83,77,75,75,82,77,79,66,77,70,76,76,75,65,58,66,73,66,62,73,57,64,CM,4,3,Right,"182cm / 6'0""",72kg / 159lb,CAM,31,Spain,LALIGA HYPERMOTION,Cádiz CF,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-fernandez/199247,,,,,
1129,1129,1525,Jordan Ferri,76,52,65,74,74,70,74,55,50,70,60,77,69,56,54,76,68,55,79,77,71,72,69,84,76,76,75,75,53,71,72,67,62,80,68,86,CDM,2,3,Right,"173cm / 5'8""",73kg / 161lb,CM,32,France,Ligue 1 McDonald's,Montpellier,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-ferri/206306,,,,,
1130,1130,1525,Nicolás Figal,76,73,44,62,68,75,80,73,73,39,40,61,41,28,37,56,58,30,71,70,44,66,72,63,75,70,72,75,74,74,77,74,86,79,82,76,CB,3,3,Right,"180cm / 5'11""",75kg / 165lb,RB,30,Argentina,Sudamericana,Boca Juniors,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-figal/219841,,,,,
1131,1131,1525,Alessandro Florenzi,76,70,76,80,79,75,56,74,67,69,71,82,81,84,73,80,80,75,81,80,75,76,85,82,75,82,81,77,68,77,75,69,66,63,48,66,RB,4,3,Right,"173cm / 5'8""",67kg / 148lb,LB,33,Italy,Serie A Enilive,Milano FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-florenzi/203551,,,,,
1132,1132,1525,Michael Folorunsho,76,73,76,74,75,71,82,70,75,79,72,84,78,80,70,76,63,70,79,76,66,75,71,57,77,78,74,72,73,69,72,69,83,85,81,78,CAM,4,3,Right,"185cm / 6'1""",78kg / 172lb,CM,26,Italy,Serie A Enilive,SSC Napoli,"Power Header, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-folorunsho/268683,,,,,
1133,1133,1525,Pablo Fornals,76,64,70,77,76,69,71,68,61,76,66,76,75,70,55,79,77,70,77,76,71,74,76,73,75,79,77,72,50,70,72,71,65,81,67,72,LM,3,4,Right,"178cm / 5'10""",67kg / 148lb,"CAM, RM, LW",28,Spain,LALIGA EA SPORTS,Real Betis,"Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pablo-fornals/226456,,,,,
1134,1134,1525,Morten Frendrup,76,78,60,66,76,73,77,80,77,72,58,69,66,35,39,70,46,41,77,75,54,77,72,77,79,77,73,75,57,76,75,74,74,92,68,80,CM,2,2,Right,"178cm / 5'10""",70kg / 154lb,CDM,23,Denmark,Serie A Enilive,Genoa,"Anticipate, Block, Intercept, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/morten-frendrup/242633,,,,,
1135,1135,1525,Dani García,76,47,63,71,70,78,84,44,50,74,58,69,68,53,58,74,55,57,78,77,61,66,62,78,82,76,68,82,63,78,80,78,69,89,81,87,CM,3,3,Right,"180cm / 5'11""",81kg / 179lb,CDM,34,Spain,Hellas Liga,Olympiacos FC,Bruiser,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dani-garcia/216194,,,,,
1136,1136,1525,Joan García,76,76,75,70,76,45,74,46,44,6,6,53,9,7,18,50,13,12,45,40,12,15,46,42,74,25,50,13,12,7,13,14,62,35,59,30,GK,3,1,Right,"192cm / 6'4""",77kg / 170lb,,23,Spain,LALIGA EA SPORTS,RCD Espanyol,"Cross Claimer, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joan-garcia/259532,76.0,75.0,70.0,74.0,76.0
1137,1137,1525,Yannick Gerhardt,76,69,70,74,75,70,77,66,72,77,69,78,72,57,52,76,69,55,77,76,69,75,67,68,78,80,72,73,57,75,70,65,72,80,76,75,CM,3,3,Left,"184cm / 6'0""",81kg / 179lb,"LM, CDM",30,Germany,Bundesliga,VfL Wolfsburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yannick-gerhardt/212245,,,,,
1138,1138,1525,Bryan Gil,76,75,67,74,81,31,40,76,74,78,73,64,60,64,52,71,79,72,75,72,68,82,89,79,76,78,81,30,34,31,32,30,46,45,33,52,LM,3,3,Left,"175cm / 5'9""",65kg / 143lb,"RM, LW",23,Spain,LALIGA EA SPORTS,Girona FC,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bryan-gil/246785,,,,,
1139,1139,1525,Mario Gila,76,75,53,67,72,78,68,72,78,42,48,68,56,51,38,62,64,48,74,66,64,72,65,67,72,74,76,81,74,77,77,79,78,67,66,72,CB,4,2,Right,"185cm / 6'1""",80kg / 176lb,,24,Spain,Serie A Enilive,Latium,"Block, Jockey, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mario-gila/268804,,,,,
1140,1140,1525,Adrià Pedrosa,76,90,60,69,78,69,73,91,89,70,61,63,58,58,45,68,72,40,72,65,74,81,83,77,73,74,73,70,59,69,71,70,77,89,63,78,LB,3,3,Left,"176cm / 5'9""",69kg / 152lb,,26,Spain,LALIGA EA SPORTS,Sevilla FC,"Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adria-pedrosa/246113,,,,,
1141,1141,1525,Andrei Girotto,76,49,65,67,66,77,75,61,39,59,55,81,77,51,55,54,65,71,74,72,63,63,63,53,74,73,66,78,77,76,78,76,80,73,74,80,CB,3,2,Right,"186cm / 6'1""",79kg / 174lb,CDM,32,Brazil,ROSHN Saudi League,Al Taawoun,"Block, Intercept, Power Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrei-girotto/226515,,,,,
1142,1142,1525,Oscar Gloukh,76,83,70,71,82,36,48,88,78,67,71,71,70,55,66,76,65,67,75,64,73,84,87,85,61,82,78,28,52,42,32,28,59,71,36,45,CAM,4,4,Right,"170cm / 5'7""",68kg / 150lb,LW,20,Israel,Ö. Bundesliga,RB Salzburg,"First Touch, Flair, Incisive Pass, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oscar-gloukh/274288,,,,,
1143,1143,1525,Pierluigi Gollini,76,76,74,73,78,47,76,46,48,12,14,55,17,18,21,32,17,15,31,25,13,18,56,52,72,24,63,18,19,20,12,19,68,40,68,19,GK,2,1,Right,"194cm / 6'4""",94kg / 207lb,,29,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pierluigi-gollini/211515,76.0,74.0,73.0,76.0,78.0
1144,1144,1525,Toti,76,79,47,65,66,76,76,77,80,58,42,55,49,42,45,65,64,48,69,68,48,64,64,61,76,67,72,77,70,76,78,76,84,67,81,74,CB,3,2,Left,"187cm / 6'2""",72kg / 159lb,LB,25,Portugal,Premier League,Wolves,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toti/258607,,,,,
1145,1145,1525,Gabriel Sara,76,74,74,77,76,59,80,74,74,75,73,83,74,67,50,77,73,76,79,78,77,76,71,76,75,77,78,55,68,57,62,52,81,85,79,77,CM,3,3,Left,"177cm / 5'10""",79kg / 174lb,"CAM, RM",25,Brazil,Trendyol Süper Lig,Galatasaray,"Dead Ball, Flair, Incisive Pass, Power Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-sara/270571,,,,,
